0,1,18193,0,0,712,1,0
0,2,7932,0,0,1200,1,0
0,3,57484,0,0,382,1,0
0,4,14440,0,0,249,1,0
0,5,17735,0,0,1178,1,0
0,6,8515,0,0,582,1,0
1,0,3757,0,0,1165,1,0
1,2,11769,0,0,280,1,0
1,3,5814,0,0,1348,1,0
1,4,23428,0,0,1352,1,0
1,5,29763,0,0,693,1,0
1,6,19057,0,0,935,1,0
2,0,12679,0,0,782,1,0
2,1,7394,0,0,740,1,0
2,3,6959,0,0,169,1,0
2,4,5658,0,0,921,1,0
2,5,3914,0,0,363,1,0
2,6,8225,0,0,1296,1,0
3,0,30548,0,0,715,1,0
3,1,12365,0,0,579,1,0
3,2,16084,0,0,487,1,0
3,4,15064,0,0,1001,1,0
3,5,22479,0,0,1069,1,0
3,6,13392,0,0,692,1,0
4,0,4358,0,0,990,1,0
4,1,9737,0,0,1095,1,0
4,2,6145,0,0,285,1,0
4,3,6600,0,0,444,1,0
4,5,4786,0,0,680,1,0
4,6,6410,0,0,625,1,0
5,0,9093,0,0,1193,1,0
5,1,14186,0,0,737,1,0
5,2,11436,0,0,521,1,0
5,3,35937,0,0,216,1,0
5,4,16967,0,0,1169,1,0
5,6,22549,0,0,676,1,0
6,0,16273,0,0,408,1,0
6,1,13674,0,0,705,1,0
6,2,13555,0,0,730,1,0
6,3,17591,0,0,697,1,0
6,4,17742,0,0,370,1,0
6,5,5302,0,0,611,1,0
