0,1,5174,0,0,517,1,0
0,2,6850,0,0,540,1,0
0,3,11739,0,0,1014,1,0
0,4,5414,0,0,576,1,0
0,5,9270,0,0,1311,1,0
0,6,8378,0,0,150,1,0
0,7,7832,0,0,1158,1,0
1,0,5742,0,0,536,1,0
1,2,8689,0,0,1024,1,0
1,3,6273,0,0,918,1,0
1,4,7529,0,0,128,1,0
1,5,2587,0,0,1321,1,0
1,6,4556,0,0,299,1,0
1,7,8467,0,0,1349,1,0
2,0,8123,0,0,1339,1,0
2,1,6720,0,0,1153,1,0
2,3,8441,0,0,587,1,0
2,4,8820,0,0,1450,1,0
2,5,7162,0,0,590,1,0
2,6,15041,0,0,1255,1,0
2,7,6834,0,0,923,1,0
3,0,5590,0,0,647,1,0
3,1,7203,0,0,1341,1,0
3,2,6495,0,0,1094,1,0
3,4,5112,0,0,788,1,0
3,5,39624,0,0,1310,1,0
3,6,7761,0,0,901,1,0
3,7,12415,0,0,369,1,0
4,0,6143,0,0,1002,1,0
4,1,6856,0,0,1210,1,0
4,2,8360,0,0,854,1,0
4,3,13508,0,0,406,1,0
4,5,2370,0,0,576,1,0
4,6,4810,0,0,1254,1,0
4,7,11542,0,0,162,1,0
5,0,7357,0,0,863,1,0
5,1,6302,0,0,836,1,0
5,2,5952,0,0,1099,1,0
5,3,16304,0,0,207,1,0
5,4,38381,0,0,1367,1,0
5,6,11232,0,0,743,1,0
5,7,11348,0,0,1308,1,0
6,0,19853,0,0,1088,1,0
6,1,19818,0,0,999,1,0
6,2,18151,0,0,1076,1,0
6,3,5301,0,0,362,1,0
6,4,9742,0,0,851,1,0
6,5,4582,0,0,352,1,0
6,7,5973,0,0,405,1,0
7,0,8777,0,0,747,1,0
7,1,2014,0,0,131,1,0
7,2,8246,0,0,1010,1,0
7,3,4722,0,0,825,1,0
7,4,11605,0,0,1267,1,0
7,5,14276,0,0,385,1,0
7,6,5130,0,0,1431,1,0
