0,1,14199,0,0,1408,1,0
0,2,6900,0,0,1016,1,0
0,3,7400,0,0,1028,1,0
0,4,3683,0,0,1069,1,0
0,5,9101,0,0,680,1,0
0,6,5946,0,0,764,1,0
0,7,13956,0,0,734,1,0
1,0,2581,0,0,231,1,0
1,2,20968,0,0,1159,1,0
1,3,7555,0,0,438,1,0
1,4,11483,0,0,1110,1,0
1,5,9968,0,0,411,1,0
1,6,3807,0,0,967,1,0
1,7,2293,0,0,1440,1,0
2,0,6283,0,0,250,1,0
2,1,8337,0,0,782,1,0
2,3,11357,0,0,338,1,0
2,4,8525,0,0,1049,1,0
2,5,7999,0,0,1035,1,0
2,6,7383,0,0,997,1,0
2,7,5192,0,0,407,1,0
3,0,7350,0,0,1272,1,0
3,1,3409,0,0,1347,1,0
3,2,5868,0,0,678,1,0
3,4,7328,0,0,1122,1,0
3,5,17590,0,0,178,1,0
3,6,2043,0,0,540,1,0
3,7,9960,0,0,217,1,0
4,0,4685,0,0,439,1,0
4,1,14937,0,0,1349,1,0
4,2,12625,0,0,1346,1,0
4,3,15863,0,0,268,1,0
4,5,5910,0,0,419,1,0
4,6,9303,0,0,1270,1,0
4,7,9999,0,0,511,1,0
5,0,13549,0,0,845,1,0
5,1,6762,0,0,1242,1,0
5,2,6196,0,0,1148,1,0
5,3,14832,0,0,1173,1,0
5,4,34514,0,0,859,1,0
5,6,2597,0,0,1345,1,0
5,7,11176,0,0,348,1,0
6,0,7545,0,0,629,1,0
6,1,24034,0,0,1247,1,0
6,2,13525,0,0,436,1,0
6,3,12508,0,0,1042,1,0
6,4,10106,0,0,630,1,0
6,5,7865,0,0,1107,1,0
6,7,9203,0,0,986,1,0
7,0,3436,0,0,1015,1,0
7,1,13585,0,0,285,1,0
7,2,3585,0,0,1124,1,0
7,3,8308,0,0,336,1,0
7,4,12220,0,0,1064,1,0
7,5,12150,0,0,534,1,0
7,6,2912,0,0,1275,1,0
