0,1,11322,0,0,651,1,0
0,2,6997,0,0,1388,1,0
0,3,17272,0,0,601,1,0
0,4,4291,0,0,1380,1,0
0,5,6346,0,0,307,1,0
0,6,9120,0,0,1002,1,0
1,0,8675,0,0,847,1,0
1,2,46147,0,0,1176,1,0
1,3,17381,0,0,1410,1,0
1,4,10619,0,0,563,1,0
1,5,9035,0,0,351,1,0
1,6,30381,0,0,567,1,0
2,0,2997,0,0,976,1,0
2,1,49184,0,0,588,1,0
2,3,10758,0,0,666,1,0
2,4,6542,0,0,1339,1,0
2,5,55218,0,0,1397,1,0
2,6,58909,0,0,558,1,0
3,0,2590,0,0,1190,1,0
3,1,38629,0,0,620,1,0
3,2,58392,0,0,817,1,0
3,4,2275,0,0,432,1,0
3,5,2566,0,0,291,1,0
3,6,14351,0,0,1378,1,0
4,0,17887,0,0,518,1,0
4,1,14468,0,0,509,1,0
4,2,9660,0,0,1389,1,0
4,3,10437,0,0,1097,1,0
4,5,6839,0,0,858,1,0
4,6,12227,0,0,1369,1,0
5,0,8418,0,0,1398,1,0
5,1,20727,0,0,927,1,0
5,2,24587,0,0,716,1,0
5,3,10594,0,0,592,1,0
5,4,3903,0,0,1446,1,0
5,6,51200,0,0,644,1,0
6,0,9376,0,0,1043,1,0
6,1,8473,0,0,1061,1,0
6,2,31737,0,0,169,1,0
6,3,16733,0,0,126,1,0
6,4,49996,0,0,109,1,0
6,5,49573,0,0,121,1,0
