0,1,49877,0,0,434,1,0
0,2,48101,0,0,336,1,0
0,3,734,0,0,539,1,0
0,4,19,0,0,379,1,0
0,5,682,0,0,974,1,0
0,6,25684,0,0,1180,1,0
0,7,3354,0,0,754,1,0
1,0,28447,0,0,917,1,0
1,2,25336,0,0,346,1,0
1,3,45079,0,0,1000,1,0
1,4,20096,0,0,752,1,0
1,5,1584,0,0,213,1,0
1,6,13738,0,0,997,1,0
1,7,44411,0,0,791,1,0
2,0,16298,0,0,407,1,0
2,1,183,0,0,554,1,0
2,3,57329,0,0,131,1,0
2,4,28243,0,0,955,1,0
2,5,43630,0,0,716,1,0
2,6,11988,0,0,1050,1,0
2,7,10149,0,0,1113,1,0
3,0,34413,0,0,866,1,0
3,1,4290,0,0,773,1,0
3,2,29827,0,0,1272,1,0
3,4,2530,0,0,178,1,0
3,5,47968,0,0,1234,1,0
3,6,6783,0,0,601,1,0
3,7,24708,0,0,810,1,0
4,0,19236,0,0,854,1,0
4,1,28886,0,0,846,1,0
4,2,429,0,0,532,1,0
4,3,14889,0,0,440,1,0
4,5,2832,0,0,1409,1,0
4,6,32788,0,0,311,1,0
4,7,10914,0,0,1194,1,0
5,0,15111,0,0,755,1,0
5,1,3746,0,0,1124,1,0
5,2,45554,0,0,253,1,0
5,3,29470,0,0,760,1,0
5,4,16253,0,0,1233,1,0
5,6,16273,0,0,914,1,0
5,7,16813,0,0,653,1,0
6,0,7023,0,0,366,1,0
6,1,10539,0,0,961,1,0
6,2,13617,0,0,1228,1,0
6,3,14931,0,0,584,1,0
6,4,1713,0,0,551,1,0
6,5,3775,0,0,547,1,0
6,7,5166,0,0,101,1,0
7,0,486,0,0,1162,1,0
7,1,605,0,0,1048,1,0
7,2,4276,0,0,845,1,0
7,3,1708,0,0,478,1,0
7,4,40964,0,0,191,1,0
7,5,24303,0,0,1121,1,0
7,6,7502,0,0,547,1,0
