0,1,1003,0,0,1310,1,0
0,2,1406,0,0,794,1,0
0,3,55916,0,0,1246,1,0
0,4,625,0,0,283,1,0
0,5,50797,0,0,362,1,0
0,6,109,0,0,254,1,0
1,0,7518,0,0,1344,1,0
1,2,22283,0,0,1108,1,0
1,3,22405,0,0,1404,1,0
1,4,53329,0,0,254,1,0
1,6,59039,0,0,423,1,0
2,0,30837,0,0,120,1,0
2,1,10681,0,0,508,1,0
2,3,11855,0,0,187,1,0
2,4,5469,0,0,371,1,0
2,5,9907,0,0,386,1,0
2,6,8753,0,0,269,1,0
3,0,47623,0,0,1008,1,0
3,1,17665,0,0,190,1,0
3,2,2789,0,0,1070,1,0
3,4,17215,0,0,508,1,0
3,6,26582,0,0,1253,1,0
4,0,7507,0,0,762,1,0
4,1,56847,0,0,1432,1,0
4,2,15353,0,0,519,1,0
4,3,38858,0,0,701,1,0
4,5,25596,0,0,1068,1,0
4,6,9003,0,0,178,1,0
5,0,4593,0,0,1064,1,0
5,1,17182,0,0,1298,1,0
5,2,19244,0,0,448,1,0
5,3,39268,0,0,1202,1,0
5,4,15550,0,0,115,1,0
5,6,11191,0,0,1298,1,0
6,0,16960,0,0,851,1,0
6,1,29244,0,0,1332,1,0
6,2,6079,0,0,1314,1,0
6,3,832,0,0,1022,1,0
6,4,10716,0,0,236,1,0
6,5,24892,0,0,1036,1,0
