0,1,10200,0,0,698,1,0
0,2,2389,0,0,1445,1,0
0,3,10321,0,0,515,1,0
0,4,4577,0,0,1406,1,0
0,5,14277,0,0,1290,1,0
0,6,32776,0,0,428,1,0
1,0,11129,0,0,403,1,0
1,2,2388,0,0,491,1,0
1,3,47156,0,0,319,1,0
1,4,4663,0,0,904,1,0
1,5,41250,0,0,495,1,0
1,6,5473,0,0,179,1,0
2,0,98,0,0,673,1,0
2,1,11565,0,0,1229,1,0
2,3,11177,0,0,1366,1,0
2,4,11896,0,0,1186,1,0
2,5,35920,0,0,1385,1,0
2,6,12511,0,0,902,1,0
3,0,2132,0,0,1214,1,0
3,1,30,0,0,175,1,0
3,2,51535,0,0,1059,1,0
3,4,18845,0,0,927,1,0
3,5,41,0,0,991,1,0
3,6,21558,0,0,112,1,0
4,0,11315,0,0,629,1,0
4,1,17789,0,0,316,1,0
4,2,4612,0,0,455,1,0
4,3,810,0,0,803,1,0
4,5,7474,0,0,239,1,0
4,6,400,0,0,539,1,0
5,0,21507,0,0,1376,1,0
5,1,32026,0,0,334,1,0
5,2,11644,0,0,1079,1,0
5,3,9833,0,0,678,1,0
5,6,48660,0,0,898,1,0
6,0,10679,0,0,514,1,0
6,1,27665,0,0,372,1,0
6,2,15214,0,0,1101,1,0
6,3,22711,0,0,1131,1,0
6,4,11632,0,0,1117,1,0
6,5,16138,0,0,639,1,0
