0,1,45175,0,0,551,1,0
0,2,17818,0,0,1420,1,0
0,3,12517,0,0,602,1,0
0,4,11717,0,0,1009,1,0
0,5,11494,0,0,183,1,0
0,6,11634,0,0,1057,1,0
0,7,12212,0,0,1115,1,0
1,0,23292,0,0,1133,1,0
1,2,29909,0,0,953,1,0
1,3,15144,0,0,239,1,0
1,4,15725,0,0,1077,1,0
1,5,16519,0,0,1378,1,0
1,6,15317,0,0,443,1,0
1,7,28943,0,0,194,1,0
2,0,22350,0,0,262,1,0
2,1,9491,0,0,872,1,0
2,3,25104,0,0,381,1,0
2,4,24428,0,0,916,1,0
2,5,22967,0,0,404,1,0
2,6,13756,0,0,240,1,0
2,7,11864,0,0,1382,1,0
3,0,7928,0,0,1120,1,0
3,1,31134,0,0,224,1,0
3,2,23448,0,0,556,1,0
3,4,28164,0,0,277,1,0
3,5,23730,0,0,994,1,0
3,6,11215,0,0,1404,1,0
3,7,17407,0,0,750,1,0
4,0,17494,0,0,960,1,0
4,1,18430,0,0,437,1,0
4,2,12017,0,0,198,1,0
4,3,14490,0,0,887,1,0
4,5,12040,0,0,1092,1,0
4,6,17328,0,0,1184,1,0
4,7,5649,0,0,591,1,0
5,0,8182,0,0,586,1,0
5,1,7839,0,0,108,1,0
5,2,17445,0,0,253,1,0
5,3,35478,0,0,1039,1,0
5,4,7987,0,0,1058,1,0
5,6,19098,0,0,938,1,0
5,7,11927,0,0,828,1,0
6,0,10524,0,0,659,1,0
6,1,30183,0,0,1056,1,0
6,2,15796,0,0,1321,1,0
6,3,9049,0,0,392,1,0
6,4,13453,0,0,1207,1,0
6,5,27729,0,0,775,1,0
6,7,4100,0,0,293,1,0
7,0,7307,0,0,721,1,0
7,1,11386,0,0,1226,1,0
7,2,14061,0,0,1340,1,0
7,3,18060,0,0,994,1,0
7,4,24659,0,0,441,1,0
7,5,12111,0,0,1151,1,0
7,6,13884,0,0,188,1,0
