0,2,33810,0,0,1432,1,0
0,3,178,0,0,1172,1,0
0,4,1453,0,0,991,1,0
0,5,42832,0,0,852,1,0
0,6,18310,0,0,1154,1,0
0,7,35831,0,0,507,1,0
1,2,22047,0,0,414,1,0
1,3,434,0,0,143,1,0
1,4,50026,0,0,1168,1,0
1,5,1228,0,0,786,1,0
1,6,16635,0,0,465,1,0
1,7,7290,0,0,1290,1,0
2,0,30454,0,0,1085,1,0
2,3,1640,0,0,444,1,0
2,4,2191,0,0,1061,1,0
2,5,10933,0,0,962,1,0
2,6,21480,0,0,226,1,0
2,7,22128,0,0,706,1,0
3,0,19936,0,0,479,1,0
3,1,1495,0,0,144,1,0
3,2,23348,0,0,964,1,0
3,4,18518,0,0,915,1,0
3,5,49070,0,0,1144,1,0
3,6,19157,0,0,393,1,0
3,7,27211,0,0,146,1,0
4,0,10232,0,0,952,1,0
4,1,51651,0,0,431,1,0
4,2,12436,0,0,1417,1,0
4,3,30397,0,0,559,1,0
4,6,1774,0,0,336,1,0
4,7,3607,0,0,1300,1,0
5,0,14445,0,0,463,1,0
5,1,1174,0,0,1148,1,0
5,2,37445,0,0,1099,1,0
5,3,40079,0,0,1006,1,0
5,6,20036,0,0,775,1,0
5,7,33188,0,0,1087,1,0
6,0,31305,0,0,1387,1,0
6,3,56824,0,0,334,1,0
6,4,30005,0,0,789,1,0
6,5,5979,0,0,1013,1,0
6,7,2054,0,0,1192,1,0
7,0,13846,0,0,1325,1,0
7,1,38913,0,0,252,1,0
7,2,5930,0,0,971,1,0
7,3,7181,0,0,617,1,0
7,4,11269,0,0,1063,1,0
7,5,48681,0,0,721,1,0
7,6,45942,0,0,836,1,0
